fold,sample_id,obj_name,baseline_miou,original_miou,support_fg_miou,original_iter,support_fg_iter,support_fg_fallback,original_non_degraded,support_fg_non_degraded,delta_support_fg_vs_original,delta_original_vs_baseline,delta_support_fg_vs_baseline
0,fold0:566_class-0,566_class-0,0.23983133,0.41795552,0.41795552,4,4,0,1,1,0.00000000,0.17812419,0.17812419
0,fold0:567_class-68,567_class-68,0.45936710,0.47222379,0.47222379,3,3,0,1,1,0.00000000,0.01285669,0.01285669
0,fold0:568_class-52,568_class-52,0.94368184,0.94480026,0.94368184,3,0,1,1,1,-0.00111842,0.00111842,0.00000000
0,fold0:569_class-36,569_class-36,0.39908776,0.43066534,0.39908776,4,0,1,1,1,-0.03157759,0.03157759,0.00000000
0,fold0:570_class-20,570_class-20,0.42157704,0.42157704,0.42157704,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:571_class-44,571_class-44,0.78779829,0.94930673,0.94930673,4,4,0,1,1,0.00000000,0.16150844,0.16150844
0,fold0:572_class-4,572_class-4,0.91726780,0.91726780,0.91726780,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:573_class-32,573_class-32,0.45428288,0.45237660,0.45428288,1,0,1,0,1,0.00190628,-0.00190628,0.00000000
0,fold0:574_class-24,574_class-24,0.40062201,0.39561313,0.39561313,4,4,0,0,0,0.00000000,-0.00500888,-0.00500888
0,fold0:575_class-32,575_class-32,0.40438983,0.40489671,0.40489671,1,1,0,1,1,0.00000000,0.00050688,0.00050688
0,fold0:576_class-76,576_class-76,0.52428573,0.38164863,0.38164863,5,5,0,0,0,0.00000000,-0.14263710,-0.14263710
0,fold0:577_class-60,577_class-60,0.47071013,0.46723101,0.46723101,4,4,0,0,0,0.00000000,-0.00347912,-0.00347912
0,fold0:578_class-64,578_class-64,0.40849310,0.40849310,0.40849310,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:579_class-64,579_class-64,0.47884038,0.46363723,0.46363723,5,5,0,0,0,0.00000000,-0.01520315,-0.01520315
0,fold0:580_class-32,580_class-32,0.30449039,0.87602800,0.87602800,5,5,0,1,1,0.00000000,0.57153761,0.57153761
0,fold0:581_class-8,581_class-8,0.84678912,0.20976780,0.84678912,3,0,1,0,1,0.63702132,-0.63702132,0.00000000
0,fold0:582_class-8,582_class-8,0.74896830,0.70098042,0.70098042,5,5,0,0,0,0.00000000,-0.04798788,-0.04798788
0,fold0:583_class-28,583_class-28,0.64733434,0.64782810,0.64782810,3,3,0,1,1,0.00000000,0.00049376,0.00049376
0,fold0:584_class-20,584_class-20,0.48754621,0.42616606,0.42616606,3,3,0,0,0,0.00000000,-0.06138015,-0.06138015
0,fold0:585_class-48,585_class-48,0.50904882,0.52191097,0.52191097,5,5,0,1,1,0.00000000,0.01286215,0.01286215
0,fold0:586_class-12,586_class-12,0.55030942,0.44659343,0.44659343,5,5,0,0,0,0.00000000,-0.10371599,-0.10371599
0,fold0:587_class-76,587_class-76,0.53920740,0.51128900,0.51128900,1,1,0,0,0,0.00000000,-0.02791840,-0.02791840
0,fold0:588_class-24,588_class-24,0.37736282,0.45523694,0.45523694,2,2,0,1,1,0.00000000,0.07787412,0.07787412
0,fold0:589_class-60,589_class-60,0.90704763,0.90728408,0.90704763,3,0,1,1,1,-0.00023645,0.00023645,0.00000000
0,fold0:590_class-72,590_class-72,0.82897389,0.67791867,0.67791867,4,4,0,0,0,0.00000000,-0.15105522,-0.15105522
0,fold0:591_class-56,591_class-56,0.39505625,0.63758945,0.63758945,3,3,0,1,1,0.00000000,0.24253321,0.24253321
0,fold0:592_class-32,592_class-32,0.56534779,0.56534779,0.56534779,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:593_class-12,593_class-12,0.40852937,0.47653398,0.47653398,2,2,0,1,1,0.00000000,0.06800461,0.06800461
0,fold0:594_class-24,594_class-24,0.36902961,0.45605126,0.45605126,4,4,0,1,1,0.00000000,0.08702165,0.08702165
0,fold0:595_class-68,595_class-68,0.43596733,0.41378519,0.43596733,3,0,1,0,1,0.02218214,-0.02218214,0.00000000
0,fold0:596_class-24,596_class-24,0.43427348,0.44746649,0.44746649,3,3,0,1,1,0.00000000,0.01319301,0.01319301
0,fold0:597_class-28,597_class-28,0.80847347,0.68554348,0.68554348,2,2,0,0,0,0.00000000,-0.12292999,-0.12292999
0,fold0:598_class-4,598_class-4,0.70736051,0.70690584,0.70736051,3,0,1,0,1,0.00045466,-0.00045466,0.00000000
0,fold0:599_class-20,599_class-20,0.29306582,0.31610799,0.31610799,5,5,0,1,1,0.00000000,0.02304217,0.02304217
0,fold0:600_class-40,600_class-40,0.45831159,0.46932814,0.45831159,5,0,1,1,1,-0.01101655,0.01101655,0.00000000
0,fold0:601_class-72,601_class-72,0.41149691,0.43362689,0.43362689,4,4,0,1,1,0.00000000,0.02212998,0.02212998
0,fold0:602_class-76,602_class-76,0.29658929,0.29621491,0.29658929,1,0,1,0,1,0.00037438,-0.00037438,0.00000000
0,fold0:603_class-60,603_class-60,0.47119030,0.43885532,0.43885532,4,4,0,0,0,0.00000000,-0.03233498,-0.03233498
0,fold0:604_class-52,604_class-52,0.43833947,0.42265692,0.42265692,5,5,0,0,0,0.00000000,-0.01568255,-0.01568255
0,fold0:605_class-0,605_class-0,0.39443731,0.39443731,0.39443731,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:606_class-36,606_class-36,0.50811875,0.50811875,0.50811875,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:607_class-32,607_class-32,0.48493800,0.95734072,0.95734072,4,4,0,1,1,0.00000000,0.47240272,0.47240272
0,fold0:608_class-8,608_class-8,0.50992137,0.50992137,0.50992137,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:609_class-24,609_class-24,0.50922167,0.53714812,0.53714812,5,5,0,1,1,0.00000000,0.02792645,0.02792645
0,fold0:610_class-36,610_class-36,0.77493709,0.77493709,0.77493709,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:611_class-16,611_class-16,0.73930222,0.73930222,0.73930222,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:612_class-4,612_class-4,0.58865535,0.51260138,0.51260138,3,3,0,0,0,0.00000000,-0.07605398,-0.07605398
0,fold0:613_class-56,613_class-56,0.40178478,0.43536171,0.40178478,4,0,1,1,1,-0.03357694,0.03357694,0.00000000
0,fold0:614_class-32,614_class-32,0.49309614,0.96538717,0.96538717,1,1,0,1,1,0.00000000,0.47229102,0.47229102
0,fold0:615_class-0,615_class-0,0.18969801,0.37867281,0.18969801,5,0,1,1,1,-0.18897480,0.18897480,0.00000000
0,fold0:616_class-12,616_class-12,0.75403714,0.93951964,0.93951964,1,1,0,1,1,0.00000000,0.18548250,0.18548250
0,fold0:617_class-20,617_class-20,0.93312913,0.93308884,0.93308884,3,3,0,0,0,0.00000000,-0.00004029,-0.00004029
0,fold0:618_class-64,618_class-64,0.44592839,0.44148248,0.44592839,1,0,1,0,1,0.00444591,-0.00444591,0.00000000
0,fold0:619_class-56,619_class-56,0.59494007,0.90954065,0.90954065,3,3,0,1,1,0.00000000,0.31460059,0.31460059
0,fold0:620_class-64,620_class-64,0.45429406,0.42933729,0.45429406,5,0,1,0,1,0.02495676,-0.02495676,0.00000000
0,fold0:621_class-60,621_class-60,0.24351232,0.24351232,0.24351232,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:622_class-60,622_class-60,0.74227858,0.74482310,0.74227858,2,0,1,1,1,-0.00254452,0.00254452,0.00000000
0,fold0:623_class-52,623_class-52,0.78711593,0.95092356,0.78711593,5,0,1,1,1,-0.16380763,0.16380763,0.00000000
0,fold0:624_class-56,624_class-56,0.40759161,0.41143718,0.40759161,2,0,1,1,1,-0.00384557,0.00384557,0.00000000
0,fold0:625_class-8,625_class-8,0.48747250,0.43152162,0.43152162,4,4,0,0,0,0.00000000,-0.05595088,-0.05595088
0,fold0:626_class-12,626_class-12,0.49333972,0.96815133,0.96815133,1,1,0,1,1,0.00000000,0.47481161,0.47481161
0,fold0:627_class-8,627_class-8,0.35780063,0.41605297,0.35780063,5,0,1,1,1,-0.05825233,0.05825233,0.00000000
0,fold0:628_class-48,628_class-48,0.62948143,0.62948143,0.62948143,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:629_class-28,629_class-28,0.31373614,0.34766364,0.34766364,4,4,0,1,1,0.00000000,0.03392750,0.03392750
0,fold0:630_class-36,630_class-36,0.57091856,0.95399845,0.95399845,5,5,0,1,1,0.00000000,0.38307989,0.38307989
0,fold0:631_class-28,631_class-28,0.45312467,0.50024807,0.45312467,2,0,1,1,1,-0.04712340,0.04712340,0.00000000
0,fold0:632_class-36,632_class-36,0.45638853,0.49504051,0.49504051,3,3,0,1,1,0.00000000,0.03865197,0.03865197
0,fold0:633_class-76,633_class-76,0.35499620,0.35444650,0.35499620,4,0,1,0,1,0.00054970,-0.00054970,0.00000000
0,fold0:634_class-36,634_class-36,0.51306254,0.60285491,0.60285491,1,1,0,1,1,0.00000000,0.08979237,0.08979237
0,fold0:635_class-60,635_class-60,0.16079772,0.08783558,0.16079772,1,0,1,0,1,0.07296214,-0.07296214,0.00000000
0,fold0:636_class-4,636_class-4,0.88713503,0.88746667,0.88746667,5,5,0,1,1,0.00000000,0.00033164,0.00033164
0,fold0:637_class-76,637_class-76,0.38718677,0.38719422,0.38719422,4,4,0,1,1,0.00000000,0.00000745,0.00000745
0,fold0:638_class-60,638_class-60,0.41778037,0.29197350,0.29197350,1,1,0,0,0,0.00000000,-0.12580687,-0.12580687
0,fold0:639_class-32,639_class-32,0.43559653,0.49034563,0.49034563,1,1,0,1,1,0.00000000,0.05474910,0.05474910
0,fold0:640_class-36,640_class-36,0.41030911,0.48631263,0.41030911,5,0,1,1,1,-0.07600352,0.07600352,0.00000000
0,fold0:641_class-60,641_class-60,0.30731317,0.38990176,0.30731317,3,0,1,1,1,-0.08258858,0.08258858,0.00000000
0,fold0:642_class-8,642_class-8,0.41961408,0.41987601,0.41987601,1,1,0,1,1,0.00000000,0.00026193,0.00026193
0,fold0:643_class-12,643_class-12,0.36791745,0.41464236,0.41464236,2,2,0,1,1,0.00000000,0.04672492,0.04672492
0,fold0:644_class-24,644_class-24,0.37742245,0.46011353,0.46011353,5,5,0,1,1,0.00000000,0.08269107,0.08269107
0,fold0:645_class-72,645_class-72,0.57981116,0.57964057,0.57964057,3,3,0,0,0,0.00000000,-0.00017059,-0.00017059
0,fold0:646_class-8,646_class-8,0.40268669,0.40268669,0.40268669,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:647_class-56,647_class-56,0.43645370,0.43666613,0.43666613,3,3,0,1,1,0.00000000,0.00021243,0.00021243
0,fold0:648_class-76,648_class-76,0.47010145,0.36208466,0.36208466,1,1,0,0,0,0.00000000,-0.10801679,-0.10801679
0,fold0:649_class-28,649_class-28,0.89442521,0.83604264,0.83604264,2,2,0,0,0,0.00000000,-0.05838257,-0.05838257
0,fold0:650_class-8,650_class-8,0.69363880,0.80940431,0.69363880,4,0,1,1,1,-0.11576551,0.11576551,0.00000000
0,fold0:651_class-0,651_class-0,0.93628860,0.93628860,0.93628860,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:652_class-52,652_class-52,0.54743052,0.54743052,0.54743052,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:653_class-76,653_class-76,0.36567152,0.37359795,0.37359795,5,5,0,1,1,0.00000000,0.00792643,0.00792643
0,fold0:654_class-20,654_class-20,0.59878975,0.59878975,0.59878975,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:655_class-40,655_class-40,0.41414857,0.41403675,0.41414857,4,0,1,0,1,0.00011182,-0.00011182,0.00000000
0,fold0:656_class-20,656_class-20,0.70020694,0.70025831,0.70025831,3,3,0,1,1,0.00000000,0.00005138,0.00005138
0,fold0:657_class-56,657_class-56,0.47295249,0.47417489,0.47417489,3,3,0,1,1,0.00000000,0.00122240,0.00122240
0,fold0:658_class-60,658_class-60,0.16728857,0.15161443,0.15161443,2,2,0,0,0,0.00000000,-0.01567414,-0.01567414
0,fold0:659_class-16,659_class-16,0.24850529,0.26659253,0.26659253,4,4,0,1,1,0.00000000,0.01808724,0.01808724
0,fold0:660_class-68,660_class-68,0.91642034,0.91642034,0.91642034,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:661_class-68,661_class-68,0.20188618,0.45075542,0.45075542,3,3,0,1,1,0.00000000,0.24886924,0.24886924
0,fold0:662_class-60,662_class-60,0.70353162,0.72023118,0.70353162,2,0,1,1,1,-0.01669955,0.01669955,0.00000000
0,fold0:663_class-8,663_class-8,0.41534862,0.41531879,0.41531879,3,3,0,0,0,0.00000000,-0.00002983,-0.00002983
0,fold0:664_class-4,664_class-4,0.84578860,0.84545869,0.84545869,2,2,0,0,0,0.00000000,-0.00032991,-0.00032991
0,fold0:665_class-48,665_class-48,0.32805872,0.32590783,0.32805872,5,0,1,0,1,0.00215089,-0.00215089,0.00000000
0,fold0:666_class-36,666_class-36,0.71893454,0.58272451,0.58272451,4,4,0,0,0,0.00000000,-0.13621002,-0.13621002
0,fold0:667_class-72,667_class-72,0.29753885,0.90097892,0.90097892,2,2,0,1,1,0.00000000,0.60344008,0.60344008
0,fold0:668_class-28,668_class-28,0.37931952,0.37931952,0.37931952,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:669_class-68,669_class-68,0.74736595,0.90075183,0.90075183,1,1,0,1,1,0.00000000,0.15338588,0.15338588
0,fold0:670_class-52,670_class-52,0.59977734,0.45434228,0.59977734,2,0,1,0,1,0.14543507,-0.14543507,0.00000000
0,fold0:671_class-40,671_class-40,0.47166300,0.48280624,0.48280624,1,1,0,1,1,0.00000000,0.01114324,0.01114324
0,fold0:672_class-36,672_class-36,0.43624270,0.43805996,0.43805996,4,4,0,1,1,0.00000000,0.00181726,0.00181726
0,fold0:673_class-60,673_class-60,0.34311205,0.34311205,0.34311205,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:674_class-24,674_class-24,0.09716094,0.49572808,0.49572808,5,5,0,1,1,0.00000000,0.39856713,0.39856713
0,fold0:675_class-76,675_class-76,0.39397421,0.39538449,0.39538449,5,5,0,1,1,0.00000000,0.00141028,0.00141028
0,fold0:676_class-20,676_class-20,0.69702429,0.89799714,0.69702429,5,0,1,1,1,-0.20097286,0.20097286,0.00000000
0,fold0:677_class-12,677_class-12,0.45501149,0.46761936,0.46761936,3,3,0,1,1,0.00000000,0.01260787,0.01260787
0,fold0:678_class-44,678_class-44,0.44375643,0.38328475,0.44375643,1,0,1,0,1,0.06047168,-0.06047168,0.00000000
0,fold0:679_class-68,679_class-68,0.20837036,0.73512459,0.73512459,1,1,0,1,1,0.00000000,0.52675423,0.52675423
0,fold0:680_class-16,680_class-16,0.32271805,0.19466205,0.32271805,1,0,1,0,1,0.12805600,-0.12805600,0.00000000
0,fold0:681_class-44,681_class-44,0.39417458,0.39427894,0.39417458,5,0,1,1,1,-0.00010437,0.00010437,0.00000000
0,fold0:682_class-0,682_class-0,0.89420867,0.89420867,0.89420867,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:683_class-36,683_class-36,0.52285200,0.48830616,0.48830616,5,5,0,0,0,0.00000000,-0.03454584,-0.03454584
0,fold0:684_class-56,684_class-56,0.42891791,0.42891791,0.42891791,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:685_class-0,685_class-0,0.90899777,0.90899777,0.90899777,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:686_class-32,686_class-32,0.38751903,0.95946789,0.95946789,3,3,0,1,1,0.00000000,0.57194886,0.57194886
0,fold0:687_class-12,687_class-12,0.33545268,0.33545268,0.33545268,4,4,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:688_class-20,688_class-20,0.81771868,0.81755006,0.81771868,1,0,1,0,1,0.00016862,-0.00016862,0.00000000
0,fold0:689_class-28,689_class-28,0.42715150,0.42715150,0.42715150,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:690_class-60,690_class-60,0.42028108,0.37471884,0.37471884,2,2,0,0,0,0.00000000,-0.04556224,-0.04556224
0,fold0:691_class-44,691_class-44,0.45524281,0.45518506,0.45524281,5,0,1,0,1,0.00005776,-0.00005776,0.00000000
0,fold0:692_class-36,692_class-36,0.43529952,0.47759238,0.47759238,4,4,0,1,1,0.00000000,0.04229286,0.04229286
0,fold0:693_class-44,693_class-44,0.39696786,0.43769845,0.39696786,2,0,1,1,1,-0.04073060,0.04073060,0.00000000
0,fold0:694_class-56,694_class-56,0.42482311,0.43158534,0.43158534,5,5,0,1,1,0.00000000,0.00676224,0.00676224
0,fold0:695_class-8,695_class-8,0.26886562,0.26878187,0.26878187,2,2,0,0,0,0.00000000,-0.00008374,-0.00008374
0,fold0:696_class-72,696_class-72,0.36432126,0.39994559,0.39994559,3,3,0,1,1,0.00000000,0.03562433,0.03562433
0,fold0:697_class-16,697_class-16,0.34905443,0.82015514,0.82015514,5,5,0,1,1,0.00000000,0.47110072,0.47110072
0,fold0:698_class-36,698_class-36,0.46832377,0.49092042,0.49092042,3,3,0,1,1,0.00000000,0.02259666,0.02259666
0,fold0:699_class-68,699_class-68,0.47676519,0.46526214,0.46526214,4,4,0,0,0,0.00000000,-0.01150304,-0.01150304
0,fold0:700_class-52,700_class-52,0.11770985,0.29212630,0.29212630,5,5,0,1,1,0.00000000,0.17441645,0.17441645
0,fold0:701_class-44,701_class-44,0.45093805,0.46074149,0.46074149,4,4,0,1,1,0.00000000,0.00980344,0.00980344
0,fold0:702_class-16,702_class-16,0.90687770,0.93119913,0.93119913,2,2,0,1,1,0.00000000,0.02432144,0.02432144
0,fold0:703_class-48,703_class-48,0.75600672,0.96999526,0.96999526,2,2,0,1,1,0.00000000,0.21398854,0.21398854
0,fold0:704_class-68,704_class-68,0.44913983,0.44913983,0.44913983,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:705_class-32,705_class-32,0.45614797,0.44573912,0.45614797,5,0,1,0,1,0.01040885,-0.01040885,0.00000000
0,fold0:706_class-44,706_class-44,0.47093365,0.47965333,0.47965333,3,3,0,1,1,0.00000000,0.00871968,0.00871968
0,fold0:707_class-68,707_class-68,0.45972964,0.48392814,0.48392814,4,4,0,1,1,0.00000000,0.02419850,0.02419850
0,fold0:708_class-36,708_class-36,0.69403249,0.63117057,0.69403249,2,0,1,0,1,0.06286192,-0.06286192,0.00000000
0,fold0:709_class-68,709_class-68,0.44212967,0.38189092,0.44212967,4,0,1,0,1,0.06023875,-0.06023875,0.00000000
0,fold0:710_class-20,710_class-20,0.59402776,0.59567940,0.59567940,2,2,0,1,1,0.00000000,0.00165164,0.00165164
0,fold0:711_class-0,711_class-0,0.11558513,0.11406199,0.11406199,3,3,0,0,0,0.00000000,-0.00152314,-0.00152314
0,fold0:712_class-48,712_class-48,0.75407708,0.42999658,0.42999658,2,2,0,0,0,0.00000000,-0.32408050,-0.32408050
0,fold0:713_class-52,713_class-52,0.81706059,0.81710684,0.81706059,4,0,1,1,1,-0.00004625,0.00004625,0.00000000
0,fold0:714_class-68,714_class-68,0.39283291,0.37563914,0.37563914,4,4,0,0,0,0.00000000,-0.01719376,-0.01719376
0,fold0:715_class-36,715_class-36,0.40759307,0.46517828,0.46517828,2,2,0,1,1,0.00000000,0.05758521,0.05758521
0,fold0:716_class-0,716_class-0,0.39186189,0.39172277,0.39186189,3,0,1,0,1,0.00013912,-0.00013912,0.00000000
0,fold0:717_class-40,717_class-40,0.45514005,0.45501149,0.45501149,5,5,0,0,0,0.00000000,-0.00012857,-0.00012857
0,fold0:718_class-28,718_class-28,0.62145829,0.62109351,0.62145829,5,0,1,0,1,0.00036478,-0.00036478,0.00000000
0,fold0:719_class-44,719_class-44,0.48643619,0.47673520,0.48643619,1,0,1,0,1,0.00970098,-0.00970098,0.00000000
0,fold0:720_class-0,720_class-0,0.24547331,0.24021241,0.24021241,3,3,0,0,0,0.00000000,-0.00526090,-0.00526090
0,fold0:721_class-8,721_class-8,0.35014200,0.35014200,0.35014200,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:722_class-4,722_class-4,0.48619330,0.23809659,0.48619330,1,0,1,0,1,0.24809670,-0.24809670,0.00000000
0,fold0:723_class-8,723_class-8,0.40017590,0.67470479,0.67470479,3,3,0,1,1,0.00000000,0.27452889,0.27452889
0,fold0:724_class-76,724_class-76,0.31630230,0.31630230,0.31630230,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:725_class-12,725_class-12,0.44193700,0.45842820,0.45842820,3,3,0,1,1,0.00000000,0.01649120,0.01649120
0,fold0:726_class-36,726_class-36,0.41176152,0.42215940,0.42215940,4,4,0,1,1,0.00000000,0.01039788,0.01039788
0,fold0:727_class-8,727_class-8,0.54240525,0.54240525,0.54240525,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:728_class-72,728_class-72,0.33946383,0.40130216,0.40130216,5,5,0,1,1,0.00000000,0.06183833,0.06183833
0,fold0:729_class-72,729_class-72,0.65581548,0.65581548,0.65581548,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:730_class-24,730_class-24,0.45267102,0.47731847,0.47731847,2,2,0,1,1,0.00000000,0.02464744,0.02464744
0,fold0:731_class-36,731_class-36,0.47754389,0.47586754,0.47754389,2,0,1,0,1,0.00167635,-0.00167635,0.00000000
0,fold0:732_class-40,732_class-40,0.45246792,0.44744042,0.44744042,4,4,0,0,0,0.00000000,-0.00502750,-0.00502750
0,fold0:733_class-0,733_class-0,0.42200753,0.42074162,0.42200753,1,0,1,0,1,0.00126591,-0.00126591,0.00000000
0,fold0:734_class-72,734_class-72,0.40658683,0.40508118,0.40508118,1,1,0,0,0,0.00000000,-0.00150564,-0.00150564
0,fold0:735_class-68,735_class-68,0.42087924,0.42209232,0.42209232,4,4,0,1,1,0.00000000,0.00121307,0.00121307
0,fold0:736_class-44,736_class-44,0.41308269,0.48039684,0.48039684,5,5,0,1,1,0.00000000,0.06731415,0.06731415
0,fold0:737_class-72,737_class-72,0.69960380,0.38742155,0.38742155,5,5,0,0,0,0.00000000,-0.31218225,-0.31218225
0,fold0:738_class-28,738_class-28,0.42973280,0.42915025,0.42973280,2,0,1,0,1,0.00058255,-0.00058255,0.00000000
0,fold0:739_class-28,739_class-28,0.71491730,0.71491730,0.71491730,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:740_class-12,740_class-12,0.51710618,0.33528018,0.33528018,1,1,0,0,0,0.00000000,-0.18182600,-0.18182600
0,fold0:741_class-56,741_class-56,0.30706617,0.55272704,0.30706617,2,0,1,1,1,-0.24566087,0.24566087,0.00000000
0,fold0:742_class-4,742_class-4,0.72861630,0.80368340,0.72861630,3,0,1,1,1,-0.07506710,0.07506710,0.00000000
0,fold0:743_class-36,743_class-36,0.94655740,0.94655740,0.94655740,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:744_class-4,744_class-4,0.81375790,0.82421172,0.81375790,2,0,1,1,1,-0.01045382,0.01045382,0.00000000
0,fold0:745_class-76,745_class-76,0.35791159,0.37199622,0.35791159,5,0,1,1,1,-0.01408464,0.01408464,0.00000000
0,fold0:746_class-52,746_class-52,0.75525653,0.93547350,0.75525653,3,0,1,1,1,-0.18021697,0.18021697,0.00000000
0,fold0:747_class-4,747_class-4,0.39943042,0.47863218,0.47863218,1,1,0,1,1,0.00000000,0.07920176,0.07920176
0,fold0:748_class-76,748_class-76,0.76049322,0.51942801,0.51942801,3,3,0,0,0,0.00000000,-0.24106520,-0.24106520
0,fold0:749_class-68,749_class-68,0.52978408,0.52978408,0.52978408,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:750_class-56,750_class-56,0.44598976,0.44329801,0.44329801,4,4,0,0,0,0.00000000,-0.00269175,-0.00269175
0,fold0:751_class-16,751_class-16,0.65946001,0.51884836,0.51884836,2,2,0,0,0,0.00000000,-0.14061165,-0.14061165
0,fold0:752_class-16,752_class-16,0.94468331,0.63223046,0.94468331,2,0,1,0,1,0.31245285,-0.31245285,0.00000000
0,fold0:753_class-72,753_class-72,0.30281249,0.26563057,0.26563057,5,5,0,0,0,0.00000000,-0.03718191,-0.03718191
0,fold0:754_class-64,754_class-64,0.22012854,0.55492228,0.55492228,3,3,0,1,1,0.00000000,0.33479375,0.33479375
0,fold0:755_class-0,755_class-0,0.71966034,0.67645490,0.71966034,3,0,1,0,1,0.04320544,-0.04320544,0.00000000
0,fold0:756_class-32,756_class-32,0.34545922,0.47410867,0.47410867,2,2,0,1,1,0.00000000,0.12864944,0.12864944
0,fold0:757_class-64,757_class-64,0.45458400,0.46139929,0.46139929,5,5,0,1,1,0.00000000,0.00681528,0.00681528
0,fold0:758_class-72,758_class-72,0.40247238,0.45525745,0.40247238,3,0,1,1,1,-0.05278507,0.05278507,0.00000000
0,fold0:759_class-16,759_class-16,0.47811648,0.40615636,0.40615636,1,1,0,0,0,0.00000000,-0.07196012,-0.07196012
0,fold0:760_class-72,760_class-72,0.42692202,0.46831444,0.42692202,3,0,1,1,1,-0.04139242,0.04139242,0.00000000
0,fold0:761_class-68,761_class-68,0.97027588,0.97468591,0.97468591,3,3,0,1,1,0.00000000,0.00441003,0.00441003
0,fold0:762_class-76,762_class-76,0.27596405,0.27605498,0.27596405,5,0,1,1,1,-0.00009093,0.00009093,0.00000000
0,fold0:763_class-48,763_class-48,0.45422852,0.43295270,0.45422852,3,0,1,0,1,0.02127582,-0.02127582,0.00000000
0,fold0:764_class-4,764_class-4,0.52581656,0.26786450,0.26786450,1,1,0,0,0,0.00000000,-0.25795206,-0.25795206
0,fold0:765_class-32,765_class-32,0.01009096,0.38299221,0.38299221,1,1,0,1,1,0.00000000,0.37290125,0.37290125
0,fold0:766_class-44,766_class-44,0.51087165,0.51519209,0.51087165,2,0,1,1,1,-0.00432044,0.00432044,0.00000000
0,fold0:767_class-0,767_class-0,0.92732775,0.92732775,0.92732775,0,0,0,1,1,0.00000000,0.00000000,0.00000000
0,fold0:768_class-48,768_class-48,0.42969126,0.72505569,0.72505569,3,3,0,1,1,0.00000000,0.29536444,0.29536444
0,fold0:769_class-48,769_class-48,0.86048210,0.86011344,0.86048210,4,0,1,0,1,0.00036865,-0.00036865,0.00000000
0,fold0:770_class-36,770_class-36,0.52727437,0.52854490,0.52854490,2,2,0,1,1,0.00000000,0.00127053,0.00127053
0,fold0:771_class-8,771_class-8,0.54403675,0.48064032,0.48064032,2,2,0,0,0,0.00000000,-0.06339642,-0.06339642
0,fold0:772_class-56,772_class-56,0.35710835,0.43305284,0.43305284,3,3,0,1,1,0.00000000,0.07594448,0.07594448
0,fold0:773_class-52,773_class-52,0.26913166,0.52348858,0.52348858,4,4,0,1,1,0.00000000,0.25435692,0.25435692
0,fold0:774_class-12,774_class-12,0.44090077,0.46599260,0.46599260,5,5,0,1,1,0.00000000,0.02509183,0.02509183
0,fold0:775_class-64,775_class-64,0.95834684,0.95838350,0.95838350,1,1,0,1,1,0.00000000,0.00003666,0.00003666
0,fold0:776_class-68,776_class-68,0.43777606,0.46670067,0.43777606,3,0,1,1,1,-0.02892461,0.02892461,0.00000000
0,fold0:777_class-32,777_class-32,0.76377058,0.80617297,0.80617297,1,1,0,1,1,0.00000000,0.04240239,0.04240239
0,fold0:778_class-12,778_class-12,0.75589776,0.75200731,0.75200731,1,1,0,0,0,0.00000000,-0.00389045,-0.00389045
0,fold0:779_class-20,779_class-20,0.91888958,0.91907603,0.91888958,3,0,1,1,1,-0.00018644,0.00018644,0.00000000
